
"Powerstar Pinetown TCD";;;;
"Unit Number";"▲Last update time";"Vehicle Last Status";"Vehicle Actual Last Address";Difference
10411;"16:39 19.02.2026";"Parking 1 d 6 h 51 min";"South Africa, Mkhondo Local Municipality, Piet Retief, Mkhondo Ward 8, D395Geofence: Mpumalanga";44:35:09
10453;"17:44 19.02.2026";"Moving 21 km/h";"South Africa, Albert Luthuli Local Municipality, Albert Luthuli Ward 23Geofence: Mpumalanga";43:29:19
10410;"12:05 20.02.2026";"Parking 00  d 1 h 55 min";"South Africa, Greater Tubatse Local Municipality, Greater Tubatse Ward 31Geofence: Limpopo";25:08:21
9878;"12:09 20.02.2026";"Moving 12 km/h";"South Africa, Mkhondo Local Municipality, Mkhondo Ward 18Geofence: Mpumalanga";25:04:34
10469;"16:01 20.02.2026";"Moving 22 km/h";"South Africa, uPhongolo Local Municipality, uPhongolo Ward 1, D737Geofence: Natal";21:12:41
10386;"16:40 20.02.2026";"Moving 32 km/h";"South Africa, Khâi-Ma Local Municipality, Khâi-Ma Ward 4, N14Geofence: Northen Cape";20:34:10
10142;"17:36 20.02.2026";"Parking 00  d 1 h 10 min";"South Africa, Msukaligwa, Msukaligwa Ward 11, N2Geofence: Mpumalanga";19:37:15
9833;"20:16 20.02.2026";"Parking 00  d 1 h 15 min";"South Africa, 2356, Msukaligwa, Nederland Park, Veldwyk AvenueGeofence: Mpumalanga";16:57:20
9978;"07:41 21.02.2026";"Parking 00  d 12 h 25 min";"South Africa, eThekwini Ward 96, Nkanyisweni RoadGeofence: Natal";05:33:05
"10039 - old KND0006";"08:28 21.02.2026";"Parking 00  d 00  h 28 min";"South Africa, Govan Mbeki Local Municipality, Govan Mbeki Ward 15Geofence: Mpumalanga";04:46:04
10060;"08:58 21.02.2026";"Parking 00  d 00  h 01 min";"South Africa, Msukaligwa, Msukaligwa Ward 11Geofence: Mpumalanga";04:15:52
"Powerstar Wonderboom";;;;
"Unit Number";"▲Last update time";"Vehicle Last Status";"Vehicle Actual Last Address";Difference
10485;"13:39 01.11.2025";"Parking 110 d 21 h 47 min";"South Africa, 0110, Pretoria, Annlin, Lavender RoadGeofence: Gauteng";2687:34:45
10560;"17:41 15.12.2025";"Parking 66 d 17 h 45 min";"South Africa, 0110, Pretoria, Annlin, Lavender RoadGeofence: Gauteng";1627:32:26
10484;"12:57 20.12.2025";"Parking 61 d 22 h 29 min";"South Africa, 0110, Pretoria, Annlin, Lavender RoadGeofence: Gauteng";1512:16:22
"Powerstar- Namibia - Windhoek - GDP Investments";;;;
"Unit Number";"▲Last update time";"Vehicle Last Status";"Vehicle Actual Last Address";Difference
9815;"10:29 19.06.2025";"Parking 246 d 00  h 57 min";"South Africa, 3200, Pietermaritzburg, Meadows, Edison PlaceGeofence: Natal";5930:44:42
10055;"13:53 15.08.2025";"Moving 64 km/h";"Namibia, B3";4559:20:39
9843;"16:53 03.10.2025";"Moving 68 km/h";"Namibia, B3";3380:20:38
9842;"08:30 09.10.2025";"Moving 66 km/h";"Namibia, B3";3244:44:09
9841;"18:02 12.12.2025";"Moving 66 km/h";"Namibia, Kaisosi, B8";1699:11:55
10243;"02:56 21.12.2025";"Moving 46 km/h";"South Africa, Upington, ǁKhara Hais Ward 11, N10Geofence: Northen Cape";1498:17:27
9724;"22:35 06.02.2026";"Moving 62 km/h";"Namibia, B1";350:39:03
9722;"15:24 08.02.2026";"Parking 9 d 20 h 59 min";"Namibia, Omuntele, Ondjamba, D3645";309:49:57
10443;"16:32 08.02.2026";"Parking 4 d 00  h 50 min";"Namibia, Omuntele, Ondjamba, D3645";308:41:17
9721;"11:50 09.02.2026";"Parking 8 d 18 h 42 min";"Namibia, Omuntele, Ondjamba, D3645";289:23:31
9723;"08:41 12.02.2026";"Parking 7 d 19 h 25 min";"Namibia, Omuntele, Ondjamba, D3645";220:33:12
10464;"06:36 16.02.2026";"Parking 00  d 00  h 30 min";"Namibia, Okahandja, Noord Street";126:37:28
9809;"06:39 16.02.2026";"Parking 00  d 1 h 20 min";"Namibia, B1";126:34:33
9881;"06:42 16.02.2026";"Parking 00  d 00  h 46 min";"Namibia, Ncaute";126:31:21
9816;"06:43 16.02.2026";"Parking 00  d 00  h 40 min";"Namibia, Okaukuejo Camp";126:30:45
9810;"06:44 16.02.2026";"Parking 00  d 1 h 30 min";"Namibia, 14004, Oniipa, B1";126:29:49
10001;"07:41 16.02.2026";"Parking 00  d 00  h 02 min";"Namibia, D3637";125:32:38
9812;"07:44 16.02.2026";"Parking 00  d 00  h 19 min";"Namibia, Lüderitz, B4";125:30:02
9811;"08:53 16.02.2026";"Parking 00  d 00  h 14 min";"Namibia, C38";124:20:29
10413;"11:46 16.02.2026";"Parking 00  d 00  h 10 min";Namibia;121:27:36
9844;"13:43 16.02.2026";"Moving 16 km/h";Namibia;119:31:10
10494;"15:15 16.02.2026";"Parking 00  d 00  h 02 min";"Namibia, Omaruru";117:58:19
10130;"18:17 18.02.2026";"Parking 00  d 6 h 30 min";"Namibia, Brakwater";66:56:55
10614;"22:07 18.02.2026";"Moving 58 km/h";"Namibia, B1";63:07:00
10568;"12:51 19.02.2026";"Moving 63 km/h";"Namibia, B1";48:22:36
10122;"15:53 20.02.2026";"Parking 00  d 4 h 24 min";"Namibia, Brakwater";21:20:46
"Powerstar Empangeni";;;;
"Unit Number";"▲Last update time";"Vehicle Last Status";"Vehicle Actual Last Address";Difference
9760;"13:17 10.09.2025";"Parking 162 d 22 h 20 min";"South Africa, 3600, Pinetown, Padfield Park, Escom RoadGeofence: Natal";3935:56:47
10248;"09:55 02.10.2025";"Parking 141 d 1 h 32 min";"South Africa, 3381, uMhlathuze Local Municipality, Empangeni, uMhlathuze Ward 24, R34Geofence: Natal";3411:19:02
10261;"09:34 12.12.2025";"Parking 70 d 1 h 52 min";"South Africa, 1600, Ekurhuleni Ward 17, Anvil StreetGeofence: Gauteng";1707:39:38
